id,label
21389,0
21390,1
21391,1
21392,0
21393,0
21394,0
21395,0
21396,1
21397,0
21398,1
21399,0
21400,1
21401,1
21402,1
21403,1
21404,0
21405,1
21406,1
21407,0
21408,0
21409,0
21410,1
21411,0
21412,0
21413,0
21414,0
21415,1
21416,1
21417,0
21418,0
21419,0
21420,1
21421,0
21422,0
21423,0
21424,0
21425,1
21426,0
21427,0
21428,0
21429,0
21430,1
21431,1
21432,0
21433,0
21434,1
21435,0
21436,1
21437,0
21438,0
21439,0
21440,0
21441,0
21442,1
21443,1
21444,0
21445,0
21446,1
21447,1
21448,1
21449,1
21450,0
21451,1
21452,0
21453,1
21454,1
21455,0
21456,1
21457,0
21458,0
21459,0
21460,0
21461,1
21462,1
21463,0
21464,1
21465,0
21466,0
21467,0
21468,0
21469,0
21470,1
21471,0
21472,1
21473,1
21474,0
21475,0
21476,1
21477,0
21478,1
21479,1
21480,0
21481,0
21482,1
21483,0
21484,0
21485,0
21486,1
21487,0
21488,0
21489,0
21490,1
21491,0
21492,0
21493,0
21494,0
21495,1
21496,0
21497,1
21498,0
21499,1
21500,0
21501,1
21502,0
21503,1
21504,1
21505,0
21506,0
21507,1
21508,0
21509,1
21510,1
21511,1
21512,0
21513,1
21514,0
21515,1
21516,0
21517,1
21518,0
21519,0
21520,1
21521,1
21522,1
21523,1
21524,1
21525,1
21526,0
21527,0
21528,1
21529,1
21530,0
21531,0
21532,0
21533,0
21534,1
21535,0
21536,0
21537,0
21538,0
21539,1
21540,1
21541,0
21542,0
21543,1
21544,1
21545,0
21546,0
21547,0
21548,0
21549,1
21550,1
21551,1
21552,0
21553,1
21554,1
21555,0
21556,0
21557,1
21558,0
21559,0
21560,0
21561,0
21562,0
21563,0
21564,1
21565,1
21566,1
21567,1
21568,0
21569,1
21570,0
21571,0
21572,1
21573,0
21574,0
21575,0
21576,0
21577,0
21578,1
21579,1
21580,1
21581,0
21582,0
21583,1
21584,1
21585,1
21586,0
21587,1
21588,1
21589,0
21590,0
21591,0
21592,1
21593,1
21594,1
21595,1
21596,0
21597,1
21598,0
21599,1
21600,0
21601,0
21602,0
21603,1
21604,0
21605,0
21606,0
21607,1
21608,0
21609,0
21610,0
21611,1
21612,0
21613,0
21614,0
21615,0
21616,0
21617,1
21618,1
21619,0
21620,1
21621,0
21622,0
21623,0
21624,1
21625,0
21626,0
21627,1
21628,1
21629,0
21630,0
21631,0
21632,1
21633,1
21634,1
21635,0
21636,0
21637,0
21638,0
21639,1
21640,0
21641,1
21642,0
21643,0
21644,0
21645,0
21646,0
21647,0
21648,1
21649,1
21650,0
21651,1
21652,0
21653,0
21654,1
21655,0
21656,0
21657,1
21658,0
21659,1
21660,0
21661,1
21662,0
21663,0
21664,0
21665,1
21666,1
21667,0
21668,0
21669,0
21670,0
21671,1
21672,0
21673,0
21674,1
21675,0
21676,0
21677,1
21678,1
21679,0
21680,0
21681,1
21682,1
21683,1
21684,1
21685,1
21686,1
21687,0
21688,0
21689,1
21690,1
21691,0
21692,1
21693,1
21694,1
21695,1
21696,0
21697,0
21698,0
21699,0
21700,1
21701,1
21702,1
21703,1
21704,0
21705,0
21706,0
21707,1
21708,0
21709,1
21710,0
21711,1
21712,0
21713,1
21714,1
21715,1
21716,1
21717,0
21718,0
21719,1
21720,0
21721,0
21722,0
21723,0
21724,1
21725,0
21726,0
21727,0
21728,0
21729,0
21730,1
21731,1
21732,1
21733,1
21734,0
21735,1
21736,0
21737,0
21738,1
21739,0
21740,0
21741,0
21742,0
21743,1
21744,1
21745,0
21746,0
21747,0
21748,0
21749,1
21750,0
21751,0
21752,1
21753,0
21754,1
21755,0
21756,1
21757,1
21758,1
21759,0
21760,0
21761,0
21762,1
21763,0
21764,0
21765,0
21766,1
21767,1
21768,0
21769,0
21770,0
21771,0
21772,0
21773,1
21774,0
21775,0
21776,0
21777,1
21778,0
21779,1
21780,0
21781,0
21782,1
21783,1
21784,0
21785,0
21786,0
21787,0
21788,1
21789,1
21790,1
21791,0
21792,0
21793,0
21794,0
21795,0
21796,1
21797,0
21798,0
21799,1
21800,0
21801,1
21802,0
21803,0
21804,0
21805,0
21806,1
21807,1
21808,0
21809,1
21810,1
21811,1
21812,0
21813,1
21814,1
21815,1
21816,1
21817,0
21818,0
21819,0
21820,1
21821,1
21822,1
21823,0
21824,1
21825,0
21826,0
21827,0
21828,1
21829,1
21830,0
21831,0
21832,1
21833,0
21834,0
21835,1
21836,1
21837,1
21838,0
21839,0
21840,0
21841,0
21842,1
21843,0
21844,1
21845,0
21846,0
21847,0
21848,1
21849,0
21850,1
21851,1
21852,0
21853,0
21854,0
21855,1
21856,1
21857,0
21858,0
21859,0
21860,0
21861,1
21862,1
21863,1
21864,0
21865,0
21866,1
21867,0
21868,1
21869,1
21870,0
21871,0
21872,0
21873,0
21874,1
21875,1
21876,1
21877,0
21878,1
21879,1
21880,0
21881,1
21882,1
21883,0
21884,0
21885,0
21886,0
21887,1
21888,0
21889,0
21890,1
21891,0
21892,0
21893,0
21894,0
21895,1
21896,1
21897,0
21898,1
21899,0
21900,0
21901,0
21902,1
21903,0
21904,0
21905,0
21906,1
21907,0
21908,0
21909,1
21910,1
21911,0
21912,0
21913,0
21914,1
21915,1
21916,0
21917,1
21918,0
21919,0
21920,1
21921,0
21922,0
21923,0
21924,0
21925,1
21926,1
21927,1
21928,1
21929,1
21930,0
21931,1
21932,1
21933,0
21934,1
21935,0
21936,0
21937,1
21938,0
21939,0
21940,1
21941,1
21942,0
21943,0
21944,1
21945,1
21946,1
21947,1
21948,0
21949,1
21950,1
21951,1
21952,1
21953,0
21954,1
21955,0
21956,1
21957,0
21958,0
21959,1
21960,1
21961,0
21962,0
21963,0
21964,1
21965,0
21966,0
21967,0
21968,1
21969,0
21970,0
21971,1
21972,0
21973,0
21974,0
21975,1
21976,0
21977,0
21978,0
21979,0
21980,0
21981,0
21982,0
21983,0
21984,0
21985,0
21986,0
21987,0
21988,0
21989,1
21990,1
21991,0
21992,0
21993,1
21994,1
21995,0
21996,0
21997,1
21998,1
21999,0
22000,1
22001,0
22002,0
22003,1
22004,1
22005,1
22006,1
22007,0
22008,0
22009,0
22010,0
22011,1
22012,1
22013,0
22014,1
22015,1
22016,0
22017,0
22018,0
22019,0
22020,1
22021,1
22022,0
22023,0
22024,1
22025,1
22026,1
22027,0
22028,1
22029,0
22030,1
22031,1
22032,0
22033,1
22034,1
22035,0
22036,1
22037,1
22038,1
22039,0
22040,0
22041,0
22042,1
22043,0
22044,0
22045,1
22046,1
22047,0
22048,1
22049,1
22050,0
22051,0
22052,0
22053,0
22054,1
22055,0
22056,1
22057,0
22058,0
22059,1
22060,0
22061,1
22062,1
22063,0
22064,0
22065,1
22066,1
22067,1
22068,1
22069,1
22070,0
22071,1
22072,0
22073,1
22074,0
22075,0
22076,0
22077,0
22078,0
22079,0
22080,1
22081,0
22082,0
22083,0
22084,0
22085,0
22086,0
22087,0
22088,0
22089,0
22090,1
22091,0
22092,0
22093,1
22094,1
22095,0
22096,1
22097,0
22098,1
22099,1
22100,0
22101,1
22102,1
22103,1
22104,0
22105,1
22106,0
22107,0
22108,0
22109,0
22110,0
22111,1
22112,1
22113,1
22114,0
22115,0
22116,0
22117,0
22118,1
22119,0
22120,0
22121,1
22122,1
22123,1
22124,1
22125,0
22126,0
22127,0
22128,1
22129,0
22130,1
22131,0
22132,0
22133,0
22134,0
22135,0
22136,0
22137,0
22138,0
22139,1
22140,0
22141,0
22142,1
22143,1
22144,1
22145,0
22146,0
22147,0
22148,0
22149,1
22150,0
22151,0
22152,1
22153,1
22154,0
22155,0
22156,0
22157,0
22158,1
22159,0
22160,0
22161,0
22162,0
22163,0
22164,0
22165,1
22166,1
22167,1
22168,1
22169,0
22170,0
22171,0
22172,0
22173,0
22174,1
22175,0
22176,1
22177,1
22178,1
22179,0
22180,1
22181,1
22182,0
22183,0
22184,1
22185,0
22186,0
22187,0
22188,0
22189,1
22190,0
22191,1
22192,1
22193,1
22194,1
22195,1
22196,0
22197,0
22198,1
22199,0
22200,0
22201,0
22202,0
22203,0
22204,1
22205,0
22206,0
22207,0
22208,1
22209,1
22210,1
22211,1
22212,0
22213,1
22214,1
22215,0
22216,0
22217,0
22218,0
22219,0
22220,0
22221,0
22222,1
22223,1
22224,0
22225,0
22226,0
22227,0
22228,1
22229,1
22230,1
22231,0
22232,0
22233,0
22234,0
22235,0
22236,0
22237,1
22238,0
22239,1
22240,1
22241,0
22242,1
22243,1
22244,0
22245,0
22246,0
22247,0
22248,0
22249,0
22250,0
22251,0
22252,0
22253,0
22254,0
22255,0
22256,1
22257,0
22258,1
22259,1
22260,1
22261,1
22262,1
22263,0
22264,0
22265,1
22266,0
22267,1
22268,1
22269,0
22270,0
22271,0
22272,0
22273,0
22274,0
22275,1
22276,1
22277,0
22278,1
22279,1
22280,1
22281,1
22282,1
22283,1
22284,0
22285,1
22286,0
22287,0
22288,1
22289,0
22290,0
22291,1
22292,0
22293,0
22294,0
22295,0
22296,1
22297,0
22298,0
22299,0
22300,0
22301,0
22302,0
22303,1
22304,0
22305,1
22306,0
22307,1
22308,0
22309,0
22310,1
22311,0
22312,1
22313,0
22314,1
22315,1
22316,1
22317,1
22318,0
22319,1
22320,0
22321,1
22322,1
22323,0
22324,0
22325,1
22326,0
22327,0
22328,0
22329,1
22330,1
22331,1
22332,1
22333,1
22334,0
22335,0
22336,0
22337,0
22338,0
22339,1
22340,0
22341,0
22342,1
22343,0
22344,1
22345,0
22346,0
22347,1
22348,1
22349,0
22350,1
22351,1
22352,1
22353,1
22354,1
22355,1
22356,1
22357,0
22358,1
22359,1
22360,0
22361,1
22362,1
22363,0
22364,0
22365,1
22366,1
22367,1
22368,0
22369,1
22370,1
22371,1
22372,1
22373,1
22374,1
22375,0
22376,0
22377,1
22378,1
22379,1
22380,0
22381,1
22382,1
22383,1
22384,0
22385,1
22386,1
22387,1
22388,0
22389,0
22390,1
22391,0
22392,0
22393,1
22394,0
22395,1
22396,1
22397,1
22398,0
22399,0
22400,1
22401,1
22402,0
22403,0
22404,0
22405,1
22406,0
22407,1
22408,0
22409,1
22410,0
22411,0
22412,1
22413,0
22414,0
22415,0
22416,0
22417,1
22418,1
22419,0
22420,0
22421,0
22422,0
22423,0
22424,0
22425,0
22426,0
22427,0
22428,0
22429,1
22430,0
22431,0
22432,0
22433,1
22434,0
22435,0
22436,0
22437,0
22438,1
22439,0
22440,0
22441,0
22442,0
22443,0
22444,0
22445,0
22446,0
22447,0
22448,1
22449,1
22450,1
22451,0
22452,1
22453,1
22454,0
22455,1
22456,1
22457,1
22458,1
22459,0
22460,0
22461,1
22462,0
22463,0
22464,0
22465,1
22466,0
22467,0
22468,0
22469,0
22470,0
22471,1
22472,1
22473,1
22474,0
22475,1
22476,0
22477,1
22478,1
22479,0
22480,1
22481,1
22482,1
22483,0
22484,0
22485,0
22486,1
22487,0
22488,1
22489,0
22490,1
22491,0
22492,0
22493,0
22494,1
22495,0
22496,0
22497,0
22498,1
22499,1
22500,0
22501,0
22502,1
22503,0
22504,0
22505,0
22506,0
22507,0
22508,1
22509,1
22510,0
22511,0
22512,0
22513,1
22514,0
22515,0
22516,1
22517,1
22518,0
22519,0
22520,0
22521,1
22522,0
22523,1
22524,1
22525,0
22526,0
22527,1
22528,0
22529,1
22530,1
22531,1
22532,0
22533,0
22534,1
22535,0
22536,0
22537,0
22538,1
22539,1
22540,1
22541,1
22542,0
22543,0
22544,1
22545,1
22546,0
22547,0
22548,0
22549,1
22550,0
22551,0
22552,1
22553,1
22554,0
22555,0
22556,1
22557,1
22558,1
22559,1
22560,0
22561,0
22562,1
22563,1
22564,1
22565,0
22566,0
22567,1
22568,1
22569,1
22570,0
22571,0
22572,1
22573,1
22574,0
22575,1
22576,1
22577,0
22578,0
22579,1
22580,1
22581,0
22582,1
22583,1
22584,1
22585,0
22586,0
22587,1
22588,1
22589,1
22590,1
22591,0
22592,0
22593,0
22594,1
22595,0
22596,0
22597,1
22598,0
22599,0
22600,0
22601,1
22602,0
22603,0
22604,0
22605,0
22606,0
22607,1
22608,0
22609,1
22610,1
22611,1
22612,0
22613,1
22614,1
22615,1
22616,0
22617,0
22618,0
22619,1
22620,0
22621,1
22622,0
22623,1
22624,0
22625,1
22626,1
22627,1
22628,0
22629,1
22630,1
22631,1
22632,1
22633,0
22634,0
22635,1
22636,0
22637,1
22638,0
22639,0
22640,1
22641,0
22642,0
22643,0
22644,0
22645,1
22646,1
22647,1
22648,0
22649,0
22650,1
22651,1
22652,1
22653,1
22654,1
22655,0
22656,0
22657,0
22658,0
22659,0
22660,0
22661,1
22662,1
22663,1
22664,0
22665,1
22666,1
22667,0
22668,0
22669,1
22670,1
22671,0
22672,0
22673,1
22674,1
22675,1
22676,0
22677,1
22678,0
22679,1
22680,0
22681,1
22682,0
22683,0
22684,1
22685,1
22686,1
22687,0
22688,0
22689,1
22690,1
22691,0
22692,1
22693,0
22694,0
22695,0
22696,0
22697,1
22698,0
22699,0
22700,0
22701,1
22702,0
22703,1
22704,0
22705,0
22706,1
22707,1
22708,0
22709,0
22710,0
22711,0
22712,0
22713,1
22714,0
22715,0
22716,1
22717,0
22718,1
22719,1
22720,0
22721,1
22722,1
22723,0
22724,1
22725,0
22726,0
22727,0
22728,1
22729,1
22730,0
22731,1
22732,1
22733,1
22734,1
22735,0
22736,0
22737,0
22738,0
22739,1
22740,0
22741,1
22742,0
22743,1
22744,0
22745,1
22746,1
22747,1
22748,0
22749,0
22750,1
22751,0
22752,0
22753,0
22754,1
22755,1
22756,1
22757,0
22758,1
22759,1
22760,1
22761,0
22762,1
22763,0
22764,1
22765,0
22766,1
22767,0
22768,1
22769,0
22770,0
22771,0
22772,0
22773,0
22774,1
22775,0
22776,1
22777,1
22778,1
22779,0
22780,1
22781,0
22782,1
22783,0
22784,0
22785,1
22786,0
22787,0
22788,0
22789,0
22790,1
22791,0
22792,1
22793,0
22794,0
22795,1
22796,0
22797,1
22798,1
22799,1
22800,1
22801,1
22802,1
22803,1
22804,0
22805,0
22806,1
22807,0
22808,0
22809,1
22810,0
22811,0
22812,0
22813,0
22814,1
22815,0
22816,1
22817,0
22818,1
22819,1
22820,0
22821,1
22822,1
22823,0
22824,1
22825,0
22826,0
22827,1
22828,0
22829,1
22830,0
22831,1
22832,0
22833,1
22834,0
22835,1
22836,0
22837,0
22838,0
22839,1
22840,1
22841,0
22842,0
22843,1
22844,1
22845,0
22846,1
22847,0
22848,0
22849,1
22850,1
22851,0
22852,0
22853,1
22854,0
22855,1
22856,0
22857,0
22858,0
22859,0
22860,0
22861,1
22862,1
22863,1
22864,0
22865,1
22866,0
22867,0
22868,1
22869,1
22870,1
22871,1
22872,0
22873,1
22874,0
22875,0
22876,1
22877,1
22878,0
22879,0
22880,0
22881,1
22882,1
22883,0
22884,0
22885,0
22886,0
22887,1
22888,0
22889,1
22890,1
22891,0
22892,0
22893,0
22894,0
22895,0
22896,0
22897,0
22898,0
22899,1
22900,0
22901,0
22902,0
22903,1
22904,0
22905,1
22906,0
22907,0
22908,1
22909,0
22910,1
22911,0
22912,0
22913,0
22914,0
22915,1
22916,1
22917,0
22918,0
22919,1
22920,1
22921,0
22922,1
22923,1
22924,1
22925,1
22926,1
22927,1
22928,0
22929,1
22930,1
22931,0
22932,1
22933,0
22934,0
22935,1
22936,0
22937,0
22938,1
22939,0
22940,1
22941,1
22942,1
22943,1
22944,0
22945,1
22946,0
22947,0
22948,0
22949,1
22950,1
22951,1
22952,1
22953,0
22954,1
22955,1
22956,1
22957,0
22958,0
22959,1
22960,0
22961,1
22962,1
22963,0
22964,1
22965,0
22966,0
22967,0
22968,1
22969,1
22970,0
22971,1
22972,0
22973,0
22974,1
22975,0
22976,0
22977,0
22978,0
22979,0
22980,1
22981,0
22982,0
22983,1
22984,1
22985,0
22986,1
22987,1
22988,0
22989,1
22990,0
22991,0
22992,0
22993,1
22994,1
22995,1
22996,0
22997,0
22998,0
22999,0
23000,1
23001,0
23002,0
23003,1
23004,1
23005,1
23006,0
23007,1
23008,1
23009,1
23010,1
23011,0
23012,0
23013,0
23014,0
23015,0
23016,1
23017,0
23018,1
23019,0
23020,0
23021,0
23022,1
23023,0
23024,0
23025,0
23026,1
23027,1
23028,1
23029,0
23030,0
23031,0
23032,1
23033,0
23034,0
23035,1
23036,1
23037,0
23038,1
23039,0
23040,1
23041,0
23042,1
23043,0
23044,1
23045,0
23046,0
23047,1
23048,0
23049,0
23050,0
23051,0
23052,0
23053,0
23054,0
23055,1
23056,0
23057,0
23058,1
23059,0
23060,0
23061,0
23062,0
23063,0
23064,0
23065,1
23066,1
23067,1
23068,1
23069,0
23070,1
23071,0
23072,1
23073,1
23074,0
23075,0
23076,0
23077,0
23078,0
23079,1
23080,0
23081,1
23082,0
23083,1
23084,1
23085,0
23086,1
23087,0
23088,0
23089,0
23090,0
23091,1
23092,0
23093,0
23094,1
23095,1
23096,1
23097,0
23098,1
23099,0
23100,1
23101,1
23102,1
23103,1
23104,1
23105,1
23106,0
23107,0
23108,1
23109,0
23110,1
23111,1
23112,0
23113,0
23114,0
23115,0
23116,1
23117,0
23118,0
23119,1
23120,0
23121,0
23122,0
23123,1
23124,1
23125,1
23126,1
23127,0
23128,1
23129,0
23130,1
23131,1
23132,1
23133,0
23134,1
23135,1
23136,1
23137,0
23138,0
23139,1
23140,1
23141,1
23142,1
23143,1
23144,0
23145,0
23146,0
23147,0
23148,0
23149,0
23150,1
23151,1
23152,0
23153,0
23154,1
23155,0
23156,1
23157,0
23158,0
23159,1
23160,0
23161,0
23162,1
23163,1
23164,0
23165,1
23166,0
23167,1
23168,0
23169,1
23170,0
23171,0
23172,0
23173,0
23174,1
23175,0
23176,1
23177,1
23178,0
23179,0
23180,1
23181,1
23182,0
23183,1
23184,0
23185,1
23186,0
23187,0
23188,0
23189,1
23190,0
23191,1
23192,0
23193,0
23194,1
23195,0
23196,1
23197,0
23198,0
23199,1
23200,0
23201,0
23202,0
23203,0
23204,0
23205,0
23206,1
23207,0
23208,1
23209,1
23210,0
23211,1
23212,1
23213,0
23214,0
23215,0
23216,1
23217,1
23218,0
23219,0
23220,0
23221,1
23222,0
23223,1
23224,0
23225,1
23226,0
23227,0
23228,0
23229,1
23230,0
23231,0
23232,1
23233,1
23234,1
23235,0
23236,1
23237,1
23238,1
23239,0
23240,1
23241,0
23242,1
23243,1
23244,0
23245,1
23246,0
23247,0
23248,1
23249,1
23250,0
23251,1
23252,0
23253,0
23254,1
23255,1
23256,0
23257,0
23258,0
23259,1
23260,0
23261,1
23262,0
23263,0
23264,1
23265,0
23266,0
23267,0
23268,1
23269,0
23270,1
23271,0
23272,0
23273,1
23274,1
23275,0
23276,1
23277,1
23278,1
23279,0
23280,0
23281,1
23282,0
23283,0
23284,0
23285,1
23286,0
23287,1
23288,0
23289,0
23290,1
23291,1
23292,0
23293,1
23294,0
23295,1
23296,0
23297,1
23298,0
23299,0
23300,0
23301,1
23302,1
23303,1
23304,1
23305,0
23306,1
23307,0
23308,1
23309,0
23310,0
23311,1
23312,0
23313,1
23314,0
23315,1
23316,1
23317,0
23318,0
23319,0
23320,0
23321,1
23322,0
23323,1
23324,1
23325,0
23326,1
23327,0
23328,0
23329,1
23330,0
23331,0
23332,0
23333,1
23334,0
23335,0
23336,1
23337,1
23338,0
23339,1
23340,0
23341,0
23342,1
23343,1
23344,0
23345,1
23346,1
23347,1
23348,1
23349,0
23350,0
23351,1
23352,0
23353,0
23354,0
23355,1
23356,1
23357,1
23358,0
23359,1
23360,0
23361,1
23362,1
23363,1
23364,0
23365,0
23366,0
23367,1
23368,0
23369,1
23370,0
23371,0
23372,0
23373,0
23374,1
23375,1
23376,1
23377,0
23378,0
23379,0
23380,1
23381,0
23382,0
23383,1
23384,1
23385,0
23386,1
23387,0
23388,1
23389,0
23390,0
23391,0
23392,1
23393,0
23394,0
23395,0
23396,1
23397,0
23398,1
23399,1
23400,1
23401,0
23402,1
23403,0
23404,1
23405,0
23406,1
23407,1
23408,1
23409,1
23410,0
23411,1
23412,0
23413,0
23414,0
23415,1
23416,1
23417,0
23418,1
23419,0
23420,1
23421,0
23422,0
23423,0
23424,1
23425,1
23426,0
23427,1
23428,1
23429,1
23430,1
23431,1
23432,1
23433,0
23434,1
23435,0
23436,1
23437,1
23438,0
23439,0
23440,1
23441,1
23442,0
23443,1
23444,1
23445,1
23446,1
23447,1
23448,0
23449,0
23450,0
23451,0
23452,1
23453,1
23454,0
23455,1
23456,1
23457,1
23458,0
23459,1
23460,0
23461,1
23462,0
23463,0
23464,0
23465,0
23466,0
23467,0
23468,0
23469,0
23470,1
23471,1
23472,0
23473,0
23474,0
23475,1
23476,1
23477,0
23478,0
23479,1
23480,1
23481,0
23482,0
23483,1
23484,0
23485,1
23486,1
23487,0
23488,1
23489,0
23490,0
23491,1
23492,0
23493,1
23494,1
23495,1
23496,1
23497,1
23498,0
23499,0
23500,0
23501,0
23502,1
23503,1
23504,0
23505,1
23506,0
23507,1
23508,0
23509,1
23510,1
23511,1
23512,0
23513,0
23514,1
23515,0
23516,0
23517,0
23518,1
23519,0
23520,1
23521,0
23522,1
23523,1
23524,1
23525,1
23526,1
23527,0
23528,1
23529,1
23530,1
23531,0
23532,0
23533,0
23534,0
23535,0
23536,0
23537,0
23538,0
23539,0
23540,1
23541,0
23542,0
23543,0
23544,0
23545,1
23546,1
23547,0
23548,1
23549,1
23550,1
23551,1
23552,1
23553,0
23554,0
23555,0
23556,0
23557,1
23558,0
23559,0
23560,1
23561,0
23562,0
23563,0
23564,0
23565,1
23566,1
23567,0
23568,1
23569,1
23570,0
23571,0
23572,0
23573,1
23574,0
23575,0
23576,0
23577,0
23578,0
23579,1
23580,0
23581,1
23582,1
23583,0
23584,0
23585,1
23586,0
23587,0
23588,0
23589,0
23590,0
23591,0
23592,0
23593,0
23594,1
23595,1
23596,1
23597,1
